scenario,iteration,match,latency,timestamp
A1_reactive_update,1,True,0.106756,2025-10-16T13:01:08.650900+00:00
A2_unsubscribed_no_update,1,True,0.1771,2025-10-16T13:01:10.108835+00:00
A1_reactive_update,2,True,0.007907,2025-10-16T13:01:11.145133+00:00
A2_unsubscribed_no_update,2,True,0.030867,2025-10-16T13:01:12.343438+00:00
A1_reactive_update,3,True,0.007003,2025-10-16T13:01:13.383819+00:00
A2_unsubscribed_no_update,3,True,0.013181,2025-10-16T13:01:14.583002+00:00
A1_reactive_update,4,True,0.008911,2025-10-16T13:01:15.644577+00:00
A2_unsubscribed_no_update,4,True,0.017423,2025-10-16T13:01:16.838909+00:00
A1_reactive_update,5,True,0.006818,2025-10-16T13:01:17.894691+00:00
A2_unsubscribed_no_update,5,True,0.017309,2025-10-16T13:01:19.077667+00:00
A3_derived_property_propagation,1,True,0.05489,2025-10-16T13:01:21.183800+00:00
A3_derived_property_propagation,2,True,0.029577,2025-10-16T13:01:23.276807+00:00
A3_derived_property_propagation,3,True,0.036694,2025-10-16T13:01:25.397473+00:00
A3_derived_property_propagation,4,True,0.050363,2025-10-16T13:01:27.557281+00:00
A3_derived_property_propagation,5,True,0.052613,2025-10-16T13:01:29.674786+00:00
