scenario,iteration,match,latency,timestamp
A1_reactive_update,1,True,0.461201,2025-10-16T12:37:28.460048+00:00
A2_unsubscribed_no_update,1,True,-0.460048,2025-10-16T12:37:29.663327+00:00
A1_reactive_update,2,True,0.014779,2025-10-16T12:37:30.738008+00:00
A2_unsubscribed_no_update,2,True,-0.738008,2025-10-16T12:37:31.935797+00:00
A1_reactive_update,3,True,0.010232,2025-10-16T12:37:32.992357+00:00
A2_unsubscribed_no_update,3,True,0.007643,2025-10-16T12:37:34.235314+00:00
A1_reactive_update,4,True,0.007022,2025-10-16T12:37:35.290301+00:00
A2_unsubscribed_no_update,4,True,-0.290301,2025-10-16T12:37:36.516353+00:00
A1_reactive_update,5,True,0.013868,2025-10-16T12:37:37.576558+00:00
A2_unsubscribed_no_update,5,True,-0.576861,2025-10-16T12:37:38.811463+00:00
A3_derived_property_propagation,1,True,0.090469,2025-10-16T12:37:41.197579+00:00
A3_derived_property_propagation,2,True,0.053428,2025-10-16T12:37:43.364514+00:00
A3_derived_property_propagation,3,True,0.048815,2025-10-16T12:37:45.507150+00:00
A3_derived_property_propagation,4,True,0.041157,2025-10-16T12:37:47.641497+00:00
A3_derived_property_propagation,5,True,0.136753,2025-10-16T12:37:49.761434+00:00
