scenario,iteration,match,latency,timestamp
A1_reactive_update,1,True,0.581926,2025-10-16T12:12:58.519035+00:00
A2_unsubscribed_no_update,1,True,-2228.519035,2025-10-16T12:12:59.793905+00:00
A1_reactive_update,2,True,0.007552,2025-10-16T12:13:00.848028+00:00
A2_unsubscribed_no_update,2,True,-2230.84856,2025-10-16T12:13:02.118892+00:00
A1_reactive_update,3,True,0.012101,2025-10-16T12:13:03.200424+00:00
A2_unsubscribed_no_update,3,True,-2233.200424,2025-10-16T12:13:04.533299+00:00
A1_reactive_update,4,True,0.007452,2025-10-16T12:13:05.590491+00:00
A2_unsubscribed_no_update,4,True,-2235.590491,2025-10-16T12:13:06.892282+00:00
A1_reactive_update,5,True,0.008366,2025-10-16T12:13:07.929798+00:00
A2_unsubscribed_no_update,5,True,-2237.929798,2025-10-16T12:13:09.222084+00:00
A3_derived_property_propagation,1,True,0.061241,2025-10-16T12:13:11.338982+00:00
A3_derived_property_propagation,2,True,0.032694,2025-10-16T12:13:13.428167+00:00
A3_derived_property_propagation,3,True,0.03823,2025-10-16T12:13:15.556625+00:00
A3_derived_property_propagation,4,True,0.04184,2025-10-16T12:13:17.655806+00:00
A3_derived_property_propagation,5,True,0.086392,2025-10-16T12:13:19.746311+00:00
