Label,Latency_v1,LossRate_v1,Latency_v2,LossRate_v2
1000x@1/2s,2.288462237886315,0.06628263815138975,0.013828825980829912,0.0
2500x@1/1s,5.454760562593275,0.4784063169748561,0.14472356683591045,0.0
5000x@1/1s,6.5250327219799855,0.4753821321710932,0.564516616797716,0.00010692048017086897
5000x@1/0.20s,8.291443642491112,0.7199802055537667,0.7202695368349952,4.7769969287316375e-05
