Label,Latency_v1,LossRate_v1,Latency_v2,LossRate_v2
10x@1/60s,0.014985199999999999,0.0,0.006277140000000001,0.0
100x@1/30s,0.050749260000000004,0.0,0.00759698,0.0
500x@1/10s,0.4434715488721805,0.285088770066847,0.005127290822407628,0.0
1000x@1/10s,0.28458873195208806,0.07929778425345155,0.011839300718132852,0.0
