scenario,iteration,match,latency,timestamp
A1_reactive_update,1,False,-131.664392,2025-10-16T12:40:50.612237+00:00
A2_unsubscribed_no_update,1,True,4.387763,2025-10-16T12:40:56.686115+00:00
A1_reactive_update,2,False,1.43705,2025-10-16T12:40:58.247722+00:00
A2_unsubscribed_no_update,2,False,-0.247722,2025-10-16T12:40:59.503034+00:00
A1_reactive_update,3,True,0.030641,2025-10-16T12:41:00.666119+00:00
A2_unsubscribed_no_update,3,True,-0.666119,2025-10-16T12:41:02.227217+00:00
A1_reactive_update,4,True,0.072179,2025-10-16T12:41:03.443956+00:00
A2_unsubscribed_no_update,4,True,-0.443956,2025-10-16T12:41:04.756315+00:00
A1_reactive_update,5,True,0.024431,2025-10-16T12:41:06.826877+00:00
A2_unsubscribed_no_update,5,True,0.173123,2025-10-16T12:41:08.465842+00:00
A3_derived_property_propagation,1,True,0.143966,2025-10-16T12:41:10.828921+00:00
A3_derived_property_propagation,2,True,0.078771,2025-10-16T12:41:13.046686+00:00
A3_derived_property_propagation,3,True,0.229075,2025-10-16T12:41:15.273406+00:00
A3_derived_property_propagation,4,True,0.080161,2025-10-16T12:41:17.478882+00:00
A3_derived_property_propagation,5,True,0.067163,2025-10-16T12:41:19.686698+00:00
