scenario,iteration,match,latency,timestamp
A1,1,True,0.004442,2025-10-22T17:49:44.559938+00:00
A2,1,True,0.024033,2025-10-22T17:49:47.732977+00:00
A1,2,True,0.005194,2025-10-22T17:49:50.778912+00:00
A2,2,True,0.02406,2025-10-22T17:49:53.947781+00:00
A1,3,True,0.004786,2025-10-22T17:49:56.993816+00:00
A2,3,True,0.023156,2025-10-22T17:50:00.168312+00:00
A1,4,True,0.004414,2025-10-22T17:50:03.214704+00:00
A2,4,True,0.023265,2025-10-22T17:50:06.383479+00:00
A1,5,True,0.004462,2025-10-22T17:50:09.429126+00:00
A2,5,True,0.024845,2025-10-22T17:50:12.600337+00:00
A1,6,True,0.004827,2025-10-22T17:50:15.647912+00:00
A2,6,True,0.025056,2025-10-22T17:50:18.824915+00:00
A1,7,True,0.004521,2025-10-22T17:50:21.875877+00:00
A2,7,True,0.022094,2025-10-22T17:50:25.043937+00:00
A1,8,True,0.00713,2025-10-22T17:50:28.091620+00:00
A2,8,True,0.024348,2025-10-22T17:50:31.259679+00:00
A1,9,True,0.003942,2025-10-22T17:50:34.307410+00:00
A2,9,True,0.02656,2025-10-22T17:50:37.475429+00:00
A1,10,True,0.004342,2025-10-22T17:50:40.524829+00:00
A2,10,True,0.023142,2025-10-22T17:50:43.702273+00:00
A3,1,True,0.0154,2025-10-22T17:50:47.903374+00:00
A3,2,True,0.017616,2025-10-22T17:50:49.991928+00:00
A3,3,True,0.016013,2025-10-22T17:50:52.087332+00:00
A3,4,True,0.017697,2025-10-22T17:50:54.183173+00:00
A3,5,True,0.017238,2025-10-22T17:50:56.267495+00:00
A3,6,True,0.014525,2025-10-22T17:50:58.355138+00:00
A3,7,True,0.015662,2025-10-22T17:51:00.442100+00:00
A3,8,True,0.01796,2025-10-22T17:51:02.533467+00:00
A3,9,True,0.016357,2025-10-22T17:51:04.638462+00:00
A3,10,True,0.017411,2025-10-22T17:51:06.730330+00:00
B1,1,True,0.029265,2025-10-22T17:51:28.678367+00:00
B1,2,True,0.026356,2025-10-22T17:51:39.651059+00:00
B1,3,True,0.032096,2025-10-22T17:51:50.564384+00:00
B1,4,True,0.021411,2025-10-22T17:52:01.445803+00:00
B1,5,True,0.027511,2025-10-22T17:52:12.324507+00:00
B1,6,True,0.028822,2025-10-22T17:52:23.231008+00:00
B1,7,True,0.027098,2025-10-22T17:52:34.157368+00:00
B1,8,True,0.02775,2025-10-22T17:52:45.072336+00:00
B1,9,True,0.028582,2025-10-22T17:52:55.978951+00:00
B1,10,True,0.026729,2025-10-22T17:53:06.893570+00:00
B2,1,True,0.025969,2025-10-22T17:53:28.515410+00:00
B2,2,True,0.028646,2025-10-22T17:53:39.339816+00:00
B2,3,True,0.028217,2025-10-22T17:53:50.148866+00:00
B2,4,True,0.029707,2025-10-22T17:54:00.981106+00:00
B2,5,True,0.028893,2025-10-22T17:54:11.767113+00:00
B2,6,True,0.029661,2025-10-22T17:54:22.673166+00:00
B2,7,True,0.028866,2025-10-22T17:54:33.483089+00:00
B2,8,True,0.033046,2025-10-22T17:54:44.328884+00:00
B2,9,True,0.03112,2025-10-22T17:54:55.177735+00:00
B2,10,True,0.03748,2025-10-22T17:55:06.024160+00:00
B3,1,True,0.054138,2025-10-22T17:55:42.921459+00:00
B3,2,True,0.040064,2025-10-22T17:56:03.183406+00:00
B3,3,True,0.046042,2025-10-22T17:56:23.454613+00:00
B3,4,True,0.041791,2025-10-22T17:56:43.722151+00:00
B3,5,True,0.055352,2025-10-22T17:57:03.987978+00:00
B3,6,True,0.0363,2025-10-22T17:57:24.254462+00:00
B3,7,True,0.04632,2025-10-22T17:57:44.517487+00:00
B3,8,True,0.045426,2025-10-22T17:58:04.780679+00:00
B3,9,True,0.050652,2025-10-22T17:58:25.054497+00:00
B3,10,True,0.040923,2025-10-22T17:58:45.320308+00:00
B4,1,True,0.028667,2025-10-22T17:59:25.878624+00:00
B4,2,True,0.025191,2025-10-22T17:59:46.163239+00:00
B4,3,True,0.030721,2025-10-22T18:00:06.446064+00:00
B4,4,True,0.027209,2025-10-22T18:00:26.714712+00:00
B4,5,True,0.025748,2025-10-22T18:00:46.980523+00:00
B4,6,True,0.025434,2025-10-22T18:01:07.245120+00:00
B4,7,True,0.02634,2025-10-22T18:01:27.512152+00:00
B4,8,True,0.026329,2025-10-22T18:01:47.787139+00:00
B4,9,True,0.027558,2025-10-22T18:02:08.081771+00:00
B4,10,True,0.026349,2025-10-22T18:02:28.350410+00:00
B5,1,True,0.027399,2025-10-22T18:03:08.910076+00:00
B5,2,True,0.027935,2025-10-22T18:03:29.189868+00:00
B5,3,True,0.026794,2025-10-22T18:03:49.469998+00:00
B5,4,True,0.029345,2025-10-22T18:04:09.759240+00:00
B5,5,True,0.031865,2025-10-22T18:04:30.043899+00:00
B5,6,True,0.028549,2025-10-22T18:04:50.302715+00:00
B5,7,True,0.027651,2025-10-22T18:05:10.576045+00:00
B5,8,True,0.027169,2025-10-22T18:05:30.868573+00:00
B5,9,True,0.027704,2025-10-22T18:05:51.133746+00:00
B5,10,True,0.025338,2025-10-22T18:06:11.401906+00:00
B6,1,True,0.022392,2025-10-22T18:06:51.925889+00:00
B6,2,True,0.023198,2025-10-22T18:07:12.228248+00:00
B6,3,True,0.027347,2025-10-22T18:07:32.456539+00:00
B6,4,True,0.030385,2025-10-22T18:07:52.711980+00:00
B6,5,True,0.024399,2025-10-22T18:08:12.989881+00:00
B6,6,True,0.027329,2025-10-22T18:08:33.271212+00:00
B6,7,True,0.027222,2025-10-22T18:08:53.544850+00:00
B6,8,True,0.024331,2025-10-22T18:09:13.811427+00:00
B6,9,True,0.026397,2025-10-22T18:09:34.082006+00:00
B6,10,True,0.029562,2025-10-22T18:09:54.352011+00:00
